,Unnamed: 0,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,Fire Alarm
58881,58881,1655126303,-4.987,47.85,129,417,12777,20594,937.333,1.95,2.03,13.42,2.092,0.047,1995,0
19883,19883,1654753214,17.636,47.71,1176,401,12932,19439,938.721,1.55,1.61,10.69,1.667,0.038,19883,1
2304,2304,1654735635,19.656,51.65,9,400,13216,20155,939.621,1.19,1.24,8.19,1.277,0.029,2304,0
27207,27207,1654763556,18.07,49.09,11,400,13192,20104,939.596,0.82,0.86,5.68,0.885,0.02,2213,0
20706,20706,1654754037,7.692,49.16,1051,400,13009,19472,938.701,2.36,2.45,16.21,2.528,0.057,20706,1
13703,13703,1654747034,19.071,47.16,1094,500,12850,19450,938.878,2.16,2.24,14.87,2.319,0.052,13703,1
56777,56777,1654717822,47.49,15.5,1283,400,13683,20351,936.655,0.63,0.66,4.34,0.677,0.015,5635,0
25282,25282,1654761631,13.34,53.91,10,400,12667,19725,939.773,0.2,0.31,1.15,0.335,0.099,288,0
59488,59488,1655126910,9.932,49.06,169,432,12770,20558,937.341,1.67,1.73,11.47,1.789,0.04,2602,0
16900,16900,1654750231,13.929,52.12,1136,407,12891,19440,938.767,2.38,2.47,16.39,2.556,0.058,16900,1
13531,13531,1654746862,19.732,46.83,1231,544,12827,19420,938.852,2.1,2.18,14.42,2.249,0.051,13531,1
54917,54917,1654715962,25.41,40.25,0,400,13418,21254,937.416,1.99,2.07,13.72,2.139,0.048,3775,0
22071,22071,1654755402,-13.96,53.75,1389,414,12959,19374,938.703,1.51,1.57,10.39,1.62,0.037,22071,1
60502,60502,1655127924,12.0,44.78,0,400,13260,21197,937.411,1.69,1.75,11.62,1.812,0.041,3616,0
23315,23315,1654756646,-21.682,50.73,1394,422,12969,19385,938.694,1.8,1.87,12.37,1.928,0.044,23315,1
25640,25640,1654761989,14.68,50.41,3,400,12889,19852,939.819,0.29,0.3,1.98,0.308,0.007,646,0
7480,7480,1654740811,-4.237,56.42,275,400,13126,19998,939.474,0.56,0.58,3.83,0.597,0.013,7480,1
16285,16285,1654749616,12.426,47.39,1147,405,12879,19438,938.785,1.8,1.87,12.4,1.934,0.044,16285,1
62461,62461,1655129883,-8.213,14.27,1544,400,13675,20277,936.674,0.92,0.95,6.31,0.984,0.022,5575,0
52837,52837,1654713882,25.91,47.62,122,417,12772,20589,937.393,1.95,2.03,13.43,2.094,0.047,1695,0
7623,7623,1654740954,-4.112,51.65,296,400,13103,19971,939.484,0.26,0.27,1.81,0.283,0.006,7623,1
1952,1952,1654735283,22.96,50.19,47,400,13135,20011,939.588,0.58,0.6,3.97,0.619,0.014,1952,0
55618,55618,1654716663,52.0,22.18,21400,616,12701,18920,936.882,0.56,0.58,3.86,0.602,0.014,4476,0
25665,25665,1654762014,12.17,56.17,15,400,12881,19829,939.792,0.22,0.22,1.49,0.232,0.005,671,0
18019,18019,1654751350,18.347,47.78,1182,400,12916,19443,938.701,1.79,1.86,12.34,1.924,0.043,18019,1
4551,4551,1654737882,-5.651,53.54,62,400,13252,20156,939.694,2.16,2.24,14.84,2.314,0.052,4551,1
20810,20810,1654754141,6.077,53.15,1274,400,12958,19412,938.688,2.22,2.31,15.28,2.382,0.054,20810,1
6201,6201,1654739532,-8.034,49.2,160,400,13177,20106,939.652,0.82,0.86,5.67,0.885,0.02,6201,1
22283,22283,1654755614,-16.631,47.86,1362,402,12967,19390,938.71,1.89,1.97,13.03,2.032,0.046,22283,1
5363,5363,1654738694,-9.209,48.64,11,400,13258,20221,939.714,2.25,2.33,15.45,2.41,0.054,5363,1
4171,4171,1654737502,-2.248,47.23,101,400,13246,20121,939.615,2.22,2.31,15.29,2.384,0.054,4171,1
55544,55544,1654716589,46.38,28.24,14202,536,12743,19053,936.891,0.73,0.76,5.01,0.781,0.018,4402,0
22530,22530,1654755861,-19.182,47.61,1302,400,12967,19406,938.757,1.91,1.98,13.12,2.046,0.046,22530,1
4468,4468,1654737799,-4.985,47.68,51,400,13260,20159,939.662,2.44,2.54,16.81,2.621,0.059,4468,1
53475,53475,1654714520,27.47,41.46,172,449,12768,20546,937.325,1.96,2.03,13.47,2.101,0.047,2333,0
12534,12534,1654745865,20.105,53.03,1130,578,12818,19455,938.959,1.89,1.96,13.0,2.027,0.046,12534,1
19394,19394,1654752725,20.245,48.39,1201,400,12924,19437,938.676,1.88,1.96,12.96,2.021,0.046,19394,1
23191,23191,1654756522,-21.973,47.62,1448,439,12954,19360,938.682,1.85,1.92,12.71,1.982,0.045,23191,1
13564,13564,1654746895,19.614,50.84,1067,500,12854,19467,938.866,1.96,2.03,13.47,2.101,0.047,13564,1
59477,59477,1655126899,9.398,48.36,165,421,12772,20553,937.32,1.65,1.71,11.36,1.771,0.04,2591,0
907,907,1654734238,27.029,56.84,17,400,13000,19901,939.779,0.15,0.16,1.06,0.166,0.004,907,0
3975,3975,1654737306,-0.186,48.09,118,400,13233,20095,939.643,1.96,2.04,13.52,2.108,0.048,3975,1
3865,3865,1654737196,1.041,46.69,179,400,13208,20027,939.67,1.96,2.03,13.48,2.102,0.047,3865,1
19121,19121,1654752452,20.75,52.43,1253,409,12915,19416,938.698,1.45,1.51,10.0,1.559,0.035,19121,1
17275,17275,1654750606,15.248,53.53,1159,404,12895,19432,938.769,1.51,1.57,10.39,1.62,0.037,17275,1
25209,25209,1654761558,11.15,55.66,8,400,12601,19672,939.801,0.11,0.23,0.5,0.261,0.115,215,0
22513,22513,1654755844,-19.029,48.63,1339,400,12966,19401,938.748,1.93,2.0,13.25,2.067,0.047,22513,1
55749,55749,1654716794,58.05,15.31,32464,722,12641,18745,936.908,0.79,0.82,5.44,0.848,0.019,4607,0
15632,15632,1654748963,12.037,47.78,1276,454,12853,19410,938.813,1.69,1.76,11.66,1.818,0.041,15632,1
59368,59368,1655126790,4.131,48.97,160,442,12763,20552,937.314,2.13,2.22,14.68,2.29,0.052,2482,0
11029,11029,1654744360,6.631,49.25,1097,671,12784,19456,939.105,2.27,2.36,15.63,2.437,0.055,11029,1
56469,56469,1654717514,58.15,11.24,48102,479,12779,18541,936.708,8.71,9.67,58.37,10.094,0.818,5327,0
27723,27723,1654764072,20.77,46.56,92,400,13193,20090,939.634,0.96,1.0,6.6,1.029,0.023,2729,0
7796,7796,1654741127,-4.084,54.63,289,400,13110,19969,939.431,0.3,0.31,2.06,0.322,0.007,7796,1
52826,52826,1654713871,26.23,46.57,101,411,12779,20613,937.391,1.92,2.0,13.23,2.063,0.047,1684,0
56730,56730,1654717775,48.61,14.87,1419,400,13685,20320,936.67,0.83,0.86,5.7,0.89,0.02,5588,0
27732,27732,1654764081,20.94,45.89,95,400,13185,20084,939.63,1.02,1.06,7.05,1.099,0.025,2738,0
55911,55911,1654716956,43.43,18.62,0,400,13599,21273,936.803,1.17,1.21,8.03,1.252,0.028,4769,0
60541,60541,1655127963,12.025,39.65,0,400,13371,21190,937.46,1.93,2.0,13.27,2.069,0.047,3655,0
3831,3831,1654737162,1.429,51.93,165,400,13208,20049,939.638,2.27,2.36,15.64,2.439,0.055,3831,1
56810,56810,1654717855,48.38,14.73,658,400,13756,20536,936.692,0.64,0.67,4.41,0.688,0.016,5668,0
2978,2978,1654736309,11.87,47.57,183,400,13137,20001,939.664,0.92,0.96,6.33,0.988,0.022,2978,0
12754,12754,1654746085,20.695,49.24,1153,570,12815,19450,938.943,1.84,1.91,12.68,1.978,0.045,12754,1
1109,1109,1654734440,27.091,49.59,16,400,13052,19940,939.736,0.33,0.34,2.24,0.35,0.008,1109,0
53180,53180,1654714225,26.48,45.29,159,428,12771,20567,937.342,1.84,1.91,12.65,1.973,0.045,2038,0
27475,27475,1654763824,19.97,50.39,0,400,13236,20189,939.604,1.01,1.05,6.95,1.084,0.024,2481,0
61729,61729,1655129151,1.76,27.39,30486,555,12739,18824,936.805,23.85,24.77,164.12,25.592,0.578,4843,0
3480,3480,1654736811,5.623,60.11,314,400,13115,19894,939.694,1.35,1.4,9.3,1.45,0.033,3480,1
61998,61998,1655129420,-16.206,23.29,60000,36460,10710,15404,936.791,10541.74,24902.6,37504.45,27997.965,13796.785,5112,0
22640,22640,1654755971,-20.088,48.03,1302,400,12969,19400,938.742,1.98,2.06,13.64,2.126,0.048,22640,1
26384,26384,1654762733,15.49,52.24,43,400,13081,19969,939.693,0.5,0.52,3.44,0.537,0.012,1390,0
14891,14891,1654748222,13.569,48.35,1145,456,12863,19446,938.79,1.99,2.07,13.71,2.138,0.048,14891,1
3983,3983,1654737314,-0.274,47.37,122,400,13231,20087,939.648,2.09,2.17,14.35,2.238,0.051,3983,1
3582,3582,1654736913,4.376,56.02,345,400,13095,19866,939.67,1.27,1.32,8.73,1.361,0.031,3582,1
4120,4120,1654737451,-1.729,51.08,139,400,13212,20071,939.63,1.84,1.91,12.68,1.977,0.045,4120,1
4413,4413,1654737744,-4.519,48.1,111,400,13222,20102,939.657,2.01,2.09,13.84,2.157,0.049,4413,1
1449,1449,1654734780,26.196,52.1,31,400,13089,19976,939.703,0.63,0.65,4.3,0.671,0.015,1449,0
27115,27115,1654763464,18.27,54.36,0,400,13176,20080,939.65,0.81,0.84,5.57,0.868,0.02,2121,0
51664,51664,1654712709,29.38,40.27,47,400,12832,20713,937.509,2.11,2.19,14.52,2.264,0.051,522,0
2011,2011,1654735342,22.458,49.92,49,400,13137,20010,939.621,0.7,0.72,4.79,0.748,0.017,2011,0
519,519,1654733850,25.477,54.57,3,400,12808,19804,939.83,0.34,0.37,2.27,0.39,0.03,519,0
51887,51887,1654712932,28.29,44.84,36,404,12795,20712,937.533,2.12,2.2,14.56,2.27,0.051,745,0
53289,53289,1654714334,28.83,41.52,117,400,12788,20593,937.337,1.72,1.79,11.87,1.851,0.042,2147,0
5374,5374,1654738705,-9.219,50.96,26,400,13248,20215,939.759,2.4,2.49,16.52,2.576,0.058,5374,1
13729,13729,1654747060,18.962,52.74,1212,529,12842,19438,938.9,1.82,1.89,12.5,1.948,0.044,13729,1
59992,59992,1655127414,19.781,42.38,197,431,12772,20527,937.357,1.66,1.73,11.46,1.787,0.04,3106,0
23167,23167,1654756498,-21.995,50.09,1325,400,12981,19396,938.702,1.83,1.91,12.63,1.969,0.044,23167,1
3935,3935,1654737266,0.255,47.08,172,400,13207,20047,939.661,2.16,2.24,14.86,2.317,0.052,3935,1
3848,3848,1654737179,1.235,50.05,148,400,13223,20064,939.647,2.24,2.33,15.43,2.407,0.054,3848,1
201,201,1654733532,22.623,50.05,44,444,12574,19638,939.811,0.5,1.13,1.89,1.267,0.606,201,0
2344,2344,1654735675,19.238,52.85,25,400,13201,20134,939.564,0.97,1.01,6.67,1.041,0.024,2344,0
16411,16411,1654749742,12.655,47.2,1184,424,12872,19429,938.757,2.03,2.11,13.96,2.177,0.049,16411,1
58900,58900,1655126322,-5.072,42.41,134,403,12789,20593,937.353,1.56,1.62,10.76,1.678,0.038,2014,0
59801,59801,1655127223,20.561,43.07,169,410,12779,20560,937.409,1.81,1.88,12.49,1.947,0.044,2915,0
14075,14075,1654747406,17.356,49.94,1136,496,12849,19445,938.913,1.81,1.88,12.44,1.94,0.044,14075,1
26952,26952,1654763301,19.14,48.42,51,400,13127,19997,939.56,0.76,0.79,5.23,0.815,0.018,1958,0
7199,7199,1654740530,-4.771,54.59,225,400,13139,20029,939.522,0.46,0.47,3.15,0.491,0.011,7199,1
61622,61622,1655129044,9.124,18.03,0,400,13592,21194,936.813,0.93,0.97,6.39,0.997,0.023,4736,0
58253,58253,1655125675,-8.72,40.93,64,400,12789,20663,937.477,2.0,2.08,13.8,2.152,0.049,1367,0
50598,50598,1654903615,41.17,13.74,0,2240,12702,20351,930.933,0.93,0.97,6.43,1.003,0.023,610,1
16021,16021,1654749352,12.098,53.73,1086,400,12895,19464,938.776,2.12,2.2,14.58,2.274,0.051,16021,1
52401,52401,1654713446,26.64,45.01,68,400,12783,20659,937.468,2.09,2.17,14.4,2.246,0.051,1259,0
13568,13568,1654746899,19.6,48.82,1096,502,12844,19451,938.872,1.89,1.96,13.0,2.027,0.046,13568,1
21056,21056,1654754387,2.095,53.77,1379,415,12943,19377,938.698,1.9,1.97,13.06,2.037,0.046,21056,1
3282,3282,1654736613,8.081,62.33,193,400,13190,20019,939.686,2.15,2.23,14.8,2.308,0.052,3282,1
7337,7337,1654740668,-4.466,49.55,274,400,13114,19992,939.501,0.38,0.4,2.62,0.408,0.009,7337,1
26865,26865,1654763214,16.61,53.38,80,400,13109,19971,939.586,0.98,1.02,6.77,1.055,0.024,1871,0
58710,58710,1655126132,-4.144,46.99,128,400,12794,20590,937.427,2.13,2.22,14.68,2.289,0.052,1824,0
1905,1905,1654735236,23.344,47.66,66,400,13118,19983,939.643,0.57,0.59,3.91,0.609,0.014,1905,0
11503,11503,1654744834,11.898,51.98,1063,624,12803,19460,939.064,2.07,2.15,14.22,2.218,0.05,11503,1
51936,51936,1654712981,26.3,46.68,82,417,12782,20668,937.526,1.96,2.03,13.47,2.1,0.047,794,0
62563,62563,1655129985,6.432,14.74,695,400,13725,20503,936.663,0.62,0.65,4.28,0.667,0.015,5677,0
13543,13543,1654746874,19.69,52.25,1195,528,12841,19434,938.852,2.16,2.24,14.84,2.314,0.052,13543,1
1397,1397,1654734728,26.408,54.61,36,400,13092,19975,939.672,0.51,0.53,3.49,0.544,0.012,1397,0
3695,3695,1654737026,3.019,49.48,301,400,13117,19914,939.669,1.56,1.62,10.76,1.679,0.038,3695,1
52136,52136,1654713181,28.84,41.58,64,400,12796,20680,937.538,2.21,2.3,15.23,2.375,0.054,994,0
5135,5135,1654738466,-8.787,50.13,57,400,13232,20165,939.69,2.07,2.15,14.26,2.224,0.05,5135,1
56994,56994,1655124416,25.136,38.76,10,400,12870,20775,937.592,2.14,2.22,14.73,2.297,0.052,108,0
7133,7133,1654740464,-4.942,56.31,251,400,13130,20012,939.535,0.44,0.46,3.02,0.471,0.011,7133,1
860,860,1654734191,26.945,57.5,0,400,13006,19932,939.754,0.37,0.39,2.57,0.4,0.009,860,0
54561,54561,1654715606,26.13,44.0,0,400,13086,20940,937.445,2.09,2.17,14.36,2.24,0.051,3419,0
15919,15919,1654749250,12.031,47.62,1126,400,12887,19449,938.764,1.68,1.74,11.54,1.8,0.041,15919,1
56176,56176,1654717221,51.53,23.4,60000,23542,10902,15961,936.837,10032.89,15095.45,57314.72,16355.055,4777.922,5034,0
57343,57343,1655124765,22.649,40.51,58,400,12835,20714,937.544,1.93,2.0,13.25,2.066,0.047,457,0
6792,6792,1654740123,-6.008,50.57,197,400,13151,20062,939.614,0.5,0.51,3.41,0.531,0.012,6792,1
27222,27222,1654763571,17.42,53.56,3,400,13192,20121,939.614,0.79,0.82,5.44,0.848,0.019,2228,0
16567,16567,1654749898,12.998,49.6,1096,400,12894,19461,938.776,1.62,1.68,11.13,1.736,0.039,16567,1
4699,4699,1654738030,-6.715,48.15,52,400,13250,20158,939.64,2.07,2.15,14.22,2.217,0.05,4699,1
50555,50555,1654903572,38.89,15.07,0,2275,12703,20272,930.921,0.9,0.93,6.16,0.961,0.022,567,1
11090,11090,1654744421,7.314,50.03,1065,650,12794,19470,939.069,2.35,2.44,16.15,2.519,0.057,11090,1
15856,15856,1654749187,12.007,47.83,1136,402,12881,19450,938.794,1.61,1.67,11.09,1.729,0.039,15856,1
62260,62260,1655129682,-21.376,11.14,8022,400,13301,19498,936.688,6.31,6.55,43.42,6.771,0.153,5374,0
465,465,1654733796,25.099,52.56,7,400,12770,19784,939.835,0.22,0.25,1.42,0.268,0.033,465,0
61113,61113,1655128535,19.729,34.58,11004,400,12819,19272,936.87,0.44,0.46,3.06,0.476,0.011,4227,0
55831,55831,1654716876,46.33,16.49,236,400,13500,20914,936.835,1.65,1.71,11.34,1.768,0.04,4689,0
23272,23272,1654756603,-21.816,53.84,1387,401,12971,19379,938.711,1.98,2.06,13.66,2.13,0.048,23272,1
27366,27366,1654763715,20.04,48.32,30,400,13204,20128,939.608,1.08,1.12,7.44,1.16,0.026,2372,0
51695,51695,1654712740,26.51,46.23,75,400,12831,20689,937.5,2.2,2.28,15.14,2.36,0.053,553,0
19199,19199,1654752530,20.666,53.88,1195,407,12915,19421,938.693,1.53,1.58,10.5,1.637,0.037,19199,1
28088,28088,1654764437,20.16,45.14,185,400,13140,19993,939.654,0.77,0.8,5.27,0.822,0.019,3094,0
5768,5768,1654739099,-9.067,51.11,36,400,13256,20227,939.711,2.26,2.35,15.57,2.427,0.055,5768,1
59766,59766,1655127188,20.103,46.88,186,427,12767,20532,937.421,1.63,1.69,11.19,1.745,0.039,2880,0
55651,55651,1654716696,51.32,22.97,29311,696,12653,18791,936.927,0.85,0.89,5.87,0.916,0.021,4509,0
52679,52679,1654713724,28.72,41.64,87,400,12792,20635,937.406,2.07,2.15,14.27,2.226,0.05,1537,0
21756,21756,1654755087,-9.371,51.09,1373,413,12950,19382,938.705,2.01,2.08,13.8,2.152,0.049,21756,1
50936,50936,1654903953,36.54,15.32,0,1009,13036,20671,930.886,1.31,1.37,9.05,1.411,0.032,948,1
25788,25788,1654762137,12.5,56.92,15,400,12953,19885,939.799,0.13,0.13,0.89,0.139,0.003,794,0
62235,62235,1655129657,-21.799,11.9,16857,400,13042,19038,936.697,108.71,119.28,732.33,124.252,8.782,5349,0
17703,17703,1654751034,17.01,52.19,1084,400,12923,19466,938.719,1.8,1.87,12.41,1.936,0.044,17703,1
15917,15917,1654749248,12.03,47.74,1153,406,12879,19438,938.774,1.73,1.8,11.91,1.857,0.042,15917,1
58322,58322,1655125744,-7.883,43.75,89,408,12765,20626,937.451,1.55,1.61,10.66,1.662,0.038,1436,0
54615,54615,1654715660,27.27,39.77,0,400,13030,20880,937.451,1.96,2.04,13.49,2.103,0.048,3473,0
2796,2796,1654736127,14.095,45.67,115,400,13176,20056,939.652,0.98,1.02,6.75,1.053,0.024,2796,0
5272,5272,1654738603,-9.09,54.62,21,400,13261,20217,939.694,2.5,2.6,17.21,2.684,0.061,5272,1
56368,56368,1654717413,57.33,12.69,60000,10604,11343,16760,936.714,3309.55,4302.14,20608.38,4584.893,918.549,5226,0
577,577,1654733908,25.838,53.13,9,400,12839,19824,939.832,0.29,0.32,1.98,0.329,0.02,577,0
4955,4955,1654738286,-8.138,50.17,57,400,13235,20166,939.692,2.32,2.41,15.94,2.486,0.056,4955,1
51524,51524,1654712569,26.51,46.27,54,400,12828,20722,937.566,2.24,2.33,15.43,2.406,0.054,382,0
52785,52785,1654713830,27.25,47.84,74,400,12802,20651,937.414,1.77,1.84,12.19,1.901,0.043,1643,0
56516,56516,1654717561,58.03,11.14,8022,400,13301,19498,936.688,6.31,6.55,43.42,6.771,0.153,5374,0
52297,52297,1654713342,26.05,47.2,117,408,12775,20624,937.489,1.9,1.98,13.09,2.042,0.046,1155,0
18009,18009,1654751340,18.306,49.05,1141,404,12910,19448,938.715,1.6,1.66,11.02,1.718,0.039,18009,1
57354,57354,1655124776,22.232,39.87,78,401,12829,20693,937.536,1.94,2.02,13.38,2.086,0.047,468,0
725,725,1654734056,26.548,54.9,22,400,12910,19859,939.767,0.28,0.29,1.92,0.299,0.007,725,0
56841,56841,1654717886,45.19,16.6,687,400,13723,20500,936.679,0.79,0.82,5.4,0.843,0.019,5699,0
55771,55771,1654716816,51.93,13.71,3177,400,13105,19809,936.829,1.2,1.25,8.28,1.291,0.029,4629,0
2848,2848,1654736179,13.465,45.93,104,400,13170,20047,939.662,1.08,1.12,7.45,1.162,0.026,2848,0
12712,12712,1654746043,20.618,52.99,1090,557,12833,19469,938.967,1.86,1.93,12.77,1.991,0.045,12712,1
60873,60873,1655128295,15.544,69.13,1657,400,13425,20202,937.058,0.65,0.67,4.47,0.697,0.016,3987,0
2707,2707,1654736038,15.158,52.76,98,400,13193,20079,939.659,1.04,1.09,7.19,1.121,0.025,2707,0
50913,50913,1654903930,34.65,16.44,466,4152,12333,20147,930.901,2.12,2.2,14.57,2.271,0.051,925,1
60975,60975,1655128397,17.405,56.34,3375,400,13232,19768,936.931,0.51,0.53,3.53,0.55,0.012,4089,0
22706,22706,1654756037,-20.556,47.74,1343,400,12973,19394,938.735,1.99,2.07,13.71,2.138,0.048,22706,1
58493,58493,1655125915,-5.347,41.1,89,400,12791,20643,937.436,1.97,2.04,13.54,2.111,0.048,1607,0
25229,25229,1654761578,13.39,52.52,4,400,12630,19701,939.815,0.04,0.07,0.18,0.079,0.032,235,0
60701,60701,1655128123,13.085,39.78,0,400,13419,21322,937.376,1.7,1.76,11.69,1.823,0.041,3815,0
25888,25888,1654762237,13.34,53.59,16,400,12994,19905,939.748,0.16,0.16,1.08,0.168,0.004,894,0
7712,7712,1654741043,-4.082,51.86,286,400,13119,19979,939.459,0.39,0.4,2.65,0.414,0.009,7712,1
5780,5780,1654739111,-9.049,49.5,35,400,13260,20225,939.706,2.26,2.35,15.58,2.43,0.055,5780,1
18089,18089,1654751420,18.629,47.31,1143,400,12915,19441,938.704,1.57,1.63,10.82,1.688,0.038,18089,1
3021,3021,1654736352,11.338,45.68,178,400,13146,19997,939.681,0.86,0.89,5.9,0.92,0.021,3021,0
16827,16827,1654750158,13.703,47.36,1147,400,12893,19448,938.773,1.4,1.45,9.63,1.502,0.034,16827,1
58974,58974,1655126396,-5.242,41.38,120,400,12787,20605,937.337,1.86,1.93,12.81,1.997,0.045,2088,0
17694,17694,1654751025,16.971,53.64,1128,400,12900,19443,938.71,1.35,1.4,9.27,1.446,0.033,17694,1
6665,6665,1654739996,-6.451,52.31,201,400,13158,20070,939.604,0.69,0.72,4.74,0.74,0.017,6665,1
17428,17428,1654750759,15.853,47.32,1138,400,12903,19449,938.755,1.57,1.63,10.8,1.684,0.038,17428,1
25743,25743,1654762092,14.38,54.68,0,400,12951,19895,939.761,0.22,0.23,1.52,0.237,0.005,749,0
62227,62227,1655129649,-21.885,11.94,14670,400,13106,19079,936.708,1.13,1.28,7.55,1.341,0.128,5341,0
25738,25738,1654762087,13.49,57.68,0,400,12938,19890,939.775,0.26,0.27,1.78,0.277,0.006,744,0
27569,27569,1654763918,18.23,51.82,62,400,13200,20109,939.62,0.94,0.98,6.48,1.01,0.023,2575,0
23131,23131,1654756462,-22.01,47.6,1421,423,12957,19371,938.723,1.73,1.8,11.92,1.858,0.042,23131,1
21232,21232,1654754563,-0.83,53.59,1364,417,12948,19384,938.708,1.98,2.05,13.61,2.122,0.048,21232,1
11619,11619,1654744950,13.126,51.67,1082,632,12805,19459,939.058,1.8,1.87,12.4,1.933,0.044,11619,1
27524,27524,1654763873,17.83,53.46,64,400,13185,20104,939.621,0.98,1.02,6.73,1.049,0.024,2530,0
25808,25808,1654762157,14.97,52.12,0,400,12981,19909,939.8,0.15,0.16,1.05,0.164,0.004,814,0
19607,19607,1654752938,19.402,53.28,1235,406,12923,19420,938.717,1.62,1.68,11.14,1.737,0.039,19607,1
17228,17228,1654750559,15.069,49.26,1145,400,12895,19438,938.797,1.48,1.54,10.22,1.593,0.036,17228,1
60362,60362,1655127784,12.822,42.49,0,400,12999,20863,937.46,2.04,2.12,14.04,2.189,0.049,3476,0
22288,22288,1654755619,-16.689,47.68,1377,400,12964,19389,938.714,1.96,2.03,13.46,2.099,0.047,22288,1
1008,1008,1654734339,27.119,53.83,13,400,13019,19927,939.751,0.3,0.32,2.09,0.326,0.007,1008,0
13179,13179,1654746510,20.659,51.36,1153,546,12833,19436,938.891,1.81,1.88,12.48,1.946,0.044,13179,1
6088,6088,1654739419,-8.366,48.92,138,400,13192,20139,939.663,1.38,1.43,9.5,1.482,0.033,6088,1
5937,5937,1654739268,-8.747,55.85,99,400,13213,20169,939.637,1.95,2.03,13.43,2.094,0.047,5937,1
17850,17850,1654751181,17.64,47.24,1122,400,12906,19451,938.704,1.77,1.83,12.15,1.895,0.043,17850,1
62017,62017,1655129439,-17.163,18.55,60000,25939,10863,15628,936.779,10586.23,23750.92,40820.43,26613.062,12635.078,5131,0
4898,4898,1654738229,-7.871,51.98,46,400,13236,20163,939.664,2.3,2.39,15.81,2.465,0.056,4898,1
3148,3148,1654736479,9.755,45.05,182,400,13147,19985,939.632,0.69,0.71,4.72,0.737,0.017,3148,0
55519,55519,1654716564,45.96,25.09,11596,483,12772,19230,936.918,0.89,0.92,6.11,0.953,0.022,4377,0
4805,4805,1654738136,-7.372,52.58,27,400,13254,20192,939.666,2.18,2.27,15.01,2.341,0.053,4805,1
21443,21443,1654754774,-4.34,47.73,1321,400,12953,19392,938.729,1.83,1.9,12.61,1.966,0.044,21443,1
55271,55271,1654716316,36.3,46.49,4940,400,13151,19637,936.895,0.47,0.49,3.26,0.508,0.011,4129,0
61423,61423,1655128845,18.623,20.78,41333,828,12589,18612,936.879,1.65,1.72,11.37,1.773,0.04,4537,0
61871,61871,1655129293,-8.407,26.71,60000,10139,11362,16514,936.886,5696.07,6191.62,38516.31,6440.598,403.664,4985,0
54425,54425,1654715470,28.8,42.62,196,423,12772,20529,937.424,1.82,1.89,12.51,1.95,0.044,3283,0
27479,27479,1654763828,20.16,48.94,0,400,13226,20171,939.601,1.0,1.04,6.88,1.072,0.024,2485,0
54276,54276,1654715321,25.85,48.8,192,418,12771,20527,937.376,1.45,1.51,10.0,1.559,0.035,3134,0
332,332,1654733663,23.984,56.37,7,400,12673,19715,939.791,0.09,0.12,0.52,0.134,0.035,332,0
21649,21649,1654754980,-7.69,53.49,1300,400,12961,19394,938.697,2.46,2.55,16.9,2.635,0.06,21649,1
5189,5189,1654738520,-8.925,48.29,6,400,13264,20213,939.7,2.57,2.67,17.7,2.76,0.062,5189,1
26169,26169,1654762518,14.21,55.29,29,400,13057,19941,939.797,0.33,0.34,2.28,0.355,0.008,1175,0
57446,57446,1655124868,18.239,46.57,67,400,12824,20698,937.486,2.03,2.11,13.95,2.175,0.049,560,0
6826,6826,1654740157,-5.891,55.46,219,400,13132,20037,939.625,0.39,0.41,2.7,0.421,0.01,6826,1
21540,21540,1654754871,-5.932,54.05,1354,408,12960,19404,938.713,1.87,1.95,12.9,2.011,0.045,21540,1
22002,22002,1654755333,-13.01,52.81,1413,413,12951,19382,938.721,2.02,2.1,13.92,2.17,0.049,22002,1
